project_id,project_type,region,planned_budget_usd,actual_cost_usd,cost_overrun_pct,planned_duration_days,actual_duration_days,schedule_slippage_pct,team_size,contractor_experience_years,complexity_rating,num_subcontractors,num_permits_required,safety_incidents,num_change_orders,rework_cost_pct,material_cost_variance_pct,labour_overtime_hours,weather_delay_days,client_change_requests,inspection_failures,risk_level,budget_per_team_member,team_density,subcontractor_ratio,permit_complexity,experience_complexity_ratio,budget_duration_ratio,team_complexity_interaction
PRJ-00410,Renovation,North,5561532.87,7521342.06,35.24,144,177,22.9,67,5.0,3,8,3.0,0,6,9.19,10.82,72.3,2,2,5,Medium,83007.95328358209,0.4652777777777778,0.1194029850746268,1.0,1.6666666666666667,38621.75604166667,201
PRJ-00877,Commercial,North,444537.89,555315.96,24.92,84,96,14.81,9,,4,8,3.0,1,1,5.73,8.34,34.2,2,2,1,Medium,49393.09888888889,0.1071428571428571,0.8888888888888888,0.75,,5292.117738095239,36
PRJ-01184,Residential,South,1940379.76,2249356.69,15.92,103,134,30.18,20,12.4,6,11,4.0,0,3,6.94,16.38,36.2,2,1,1,Medium,97018.988,0.1941747572815534,0.55,0.6666666666666666,2.066666666666667,18838.63844660194,120
PRJ-00672,Industrial,East,435760.02,553181.14,26.95,62,69,11.08,8,15.9,5,8,4.0,2,4,3.51,,71.7,5,4,0,Medium,54470.0025,0.1290322580645161,1.0,0.8,3.18,7028.387419354839,40
PRJ-01150,Renovation,West,1237161.62,1554827.82,25.68,105,137,30.08,19,19.0,4,4,2.0,3,2,7.06,9.81,57.4,5,1,0,Medium,65113.76947368422,0.1809523809523809,0.2105263157894736,0.5,4.75,11782.49161904762,76
PRJ-00771,Residential,West,316704.37,386283.22,21.97,74,96,29.37,7,13.1,4,8,3.0,2,3,6.0,,59.5,5,2,1,Medium,45243.48142857143,0.0945945945945946,1.1428571428571428,0.75,3.275,4279.788783783783,28
PRJ-01138,Commercial,North,243769.81,255076.65,4.64,80,91,13.85,7,12.6,2,5,1.0,0,0,7.89,-2.35,41.3,4,2,0,Low,34824.258571428574,0.0875,0.7142857142857143,0.5,6.3,3047.122625,14
PRJ-00291,Infrastructure,West,692546.48,811885.31,17.23,57,71,24.54,11,5.2,3,8,1.0,3,2,5.94,1.04,52.2,4,3,1,Medium,62958.770909090905,0.1929824561403508,0.7272727272727273,0.3333333333333333,1.7333333333333334,12149.938245614036,33
PRJ-00448,Industrial,South,1170299.88,1388672.73,18.66,91,123,35.51,12,5.0,6,7,5.0,4,4,7.02,13.98,73.0,3,5,1,Medium,97524.99,0.1318681318681318,0.5833333333333334,0.8333333333333334,0.8333333333333334,12860.43824175824,72
PRJ-00466,Industrial,North,478013.44,568001.99,18.83,75,99,31.94,10,10.8,5,4,4.0,2,3,9.99,11.62,51.1,3,1,1,Medium,47801.344,0.1333333333333333,0.4,0.8,2.16,6373.5125333333335,50
PRJ-00381,Industrial,South,947586.64,1178069.85,24.32,98,129,31.21,13,8.3,5,4,3.0,2,3,4.55,,53.7,2,1,1,Medium,72891.28,0.1326530612244898,0.3076923076923077,0.6,1.66,9669.251428571428,65
PRJ-00377,Renovation,East,592247.74,735192.77,24.14,89,102,15.13,13,10.5,8,11,2.0,1,4,0.96,0.91,26.7,7,1,2,Medium,45557.518461538464,0.146067415730337,0.8461538461538461,0.25,1.3125,6654.468988764045,104
PRJ-00322,Commercial,West,63550.67,62400.37,-1.81,72,66,-8.36,6,12.5,3,6,5.0,2,0,2.53,9.22,37.6,1,0,1,Low,10591.778333333334,0.0833333333333333,1.0,1.6666666666666667,4.166666666666667,882.6481944444445,18
PRJ-00084,Residential,South,260774.5,293522.91,12.56,54,67,24.46,9,6.0,10,12,6.0,1,5,8.55,8.88,63.4,0,7,2,Medium,28974.944444444445,0.1666666666666666,1.3333333333333333,0.6,0.6,4829.157407407408,90
PRJ-00130,Industrial,East,169871.28,193761.37,14.06,52,62,19.61,7,10.0,5,4,2.0,2,1,4.38,10.13,33.2,4,4,1,Medium,24267.325714285715,0.1346153846153846,0.5714285714285714,0.4,2.0,3266.7553846153846,35
PRJ-00849,Residential,North,197255.74,216411.37,9.71,50,61,21.19,7,8.2,3,4,2.0,2,2,2.74,5.87,24.2,3,1,0,Low,28179.391428571427,0.14,0.5714285714285714,0.6666666666666666,2.733333333333333,3945.1148,21
PRJ-00632,Infrastructure,South,1215644.77,1447164.25,19.04,71,82,16.06,17,8.6,4,3,5.0,2,2,3.68,-1.05,31.7,7,4,1,Medium,71508.51588235295,0.2394366197183098,0.1764705882352941,1.25,2.15,17121.75732394366,68
PRJ-00923,Industrial,West,665701.11,920113.14,38.22,57,80,40.9,12,8.1,4,5,4.0,3,2,3.53,14.31,37.2,8,3,0,High,55475.0925,0.2105263157894736,0.4166666666666667,1.0,2.025,11678.966842105265,48
PRJ-00454,Residential,North,901084.33,996946.39,10.64,103,132,28.4,11,,5,8,5.0,2,1,8.12,8.06,78.5,4,3,3,Medium,81916.75727272726,0.1067961165048543,0.7272727272727273,1.0,,8748.391553398058,55
PRJ-00261,Residential,East,244196.84,288697.41,18.22,71,93,30.44,7,12.6,6,8,1.0,1,3,11.61,10.48,29.2,2,3,3,Medium,34885.26285714286,0.0985915492957746,1.1428571428571428,0.1666666666666666,2.1,3439.3921126760565,42
PRJ-00549,Infrastructure,East,283821.37,323695.28,14.05,65,83,27.39,8,4.8,3,4,3.0,0,4,3.91,11.15,41.3,9,4,1,Medium,35477.67125,0.123076923076923,0.5,1.0,1.6,4366.482615384615,24
PRJ-00561,Residential,Central,636973.98,868221.85,36.3,89,127,43.07,13,4.1,8,5,3.0,0,5,10.13,8.48,92.4,6,2,6,High,48997.99846153846,0.146067415730337,0.3846153846153846,0.375,0.5125,7157.011011235955,104
PRJ-00901,Commercial,West,188060.2,217682.55,15.75,67,75,11.31,6,8.1,5,8,4.0,1,2,3.1,7.35,33.3,6,2,0,Low,31343.36666666667,0.0895522388059701,1.3333333333333333,0.8,1.62,2806.868656716418,30
PRJ-00965,Renovation,North,1412591.8,1680714.88,18.98,122,145,18.88,20,,2,8,2.0,1,3,9.2,11.6,33.5,4,3,1,Medium,70629.59,0.1639344262295081,0.4,1.0,,11578.62131147541,40
PRJ-00139,Infrastructure,East,262122.04,326550.61,24.58,75,104,38.47,9,4.2,9,6,5.0,3,4,7.62,17.31,63.1,6,2,1,Medium,29124.67111111111,0.12,0.6666666666666666,0.5555555555555556,0.4666666666666667,3494.9605333333334,81
PRJ-00948,Infrastructure,North,534869.54,661200.19,23.62,74,84,13.94,12,15.6,7,8,1.0,4,0,8.69,15.55,47.7,10,1,3,Medium,44572.46166666667,0.1621621621621621,0.6666666666666666,0.1428571428571428,2.2285714285714286,7227.966756756758,84
PRJ-00142,Commercial,Central,295087.34,363071.97,23.04,51,75,47.58,8,6.8,7,8,6.0,6,4,6.13,21.92,73.2,2,4,4,High,36885.9175,0.1568627450980392,1.0,0.8571428571428571,0.9714285714285714,5786.026274509804,56
PRJ-00945,Commercial,East,162618.16,199897.78,22.92,50,66,32.02,6,13.1,6,8,4.0,2,3,5.54,,58.9,3,1,1,Medium,27103.02666666667,0.12,1.3333333333333333,0.6666666666666666,2.183333333333333,3252.3632,36
PRJ-00406,Infrastructure,Central,1426939.52,1573711.82,10.29,98,106,8.19,17,20.3,5,6,3.0,3,1,1.54,8.71,39.2,8,3,0,Low,83937.61882352941,0.173469387755102,0.3529411764705882,0.6,4.0600000000000005,14560.607346938776,85
PRJ-01049,Infrastructure,West,487883.51,595847.21,22.13,58,77,32.0,11,10.5,5,6,5.0,3,6,7.9,15.26,54.3,9,1,1,Medium,44353.04636363637,0.1896551724137931,0.5454545454545454,1.0,2.1,8411.784655172414,55
PRJ-00140,Residential,East,109544.1,123866.7,13.07,66,84,27.34,6,18.8,6,5,3.0,2,4,6.79,13.9,57.7,7,5,2,Medium,18257.35,0.0909090909090909,0.8333333333333334,0.5,3.1333333333333333,1659.759090909091,36
PRJ-00378,Commercial,Central,215577.3,253964.54,17.81,66,82,24.85,8,15.0,8,10,5.0,1,8,7.7,8.61,76.8,2,3,4,Medium,26947.1625,0.1212121212121212,1.25,0.625,1.875,3266.322727272727,64
PRJ-00860,Commercial,East,439410.54,506738.82,15.32,91,93,2.31,11,,4,3,4.0,0,2,1.39,14.58,8.3,6,2,0,Low,39946.41272727273,0.1208791208791208,0.2727272727272727,1.0,,4828.687252747252,44
PRJ-00225,Commercial,Central,267157.99,304085.86,13.82,65,75,14.72,7,14.3,5,2,3.0,0,3,5.49,0.9,63.4,3,4,1,Low,38165.427142857145,0.1076923076923077,0.2857142857142857,0.6,2.8600000000000003,4110.122923076923,35
PRJ-00472,Commercial,Central,3163777.84,4196135.42,32.63,154,214,38.99,34,6.1,9,6,6.0,4,8,14.97,21.7,69.2,3,3,1,High,93052.28941176472,0.2207792207792207,0.1764705882352941,0.6666666666666666,0.6777777777777777,20544.011948051942,306
PRJ-00275,Industrial,Central,283758.45,295783.13,4.24,48,54,11.92,8,21.5,6,8,2.0,5,5,4.68,-1.2,23.5,5,4,1,Medium,35469.80625,0.1666666666666666,1.0,0.3333333333333333,3.583333333333333,5911.634375000001,48
PRJ-00293,Renovation,Central,161028.82,185210.54,15.02,49,47,-4.79,6,20.1,5,4,5.0,1,1,0.0,-12.11,14.8,4,4,0,Low,26838.13666666667,0.1224489795918367,0.6666666666666666,1.0,4.0200000000000005,3286.302448979592,30
PRJ-00568,Residential,South,51789.89,52903.28,2.15,72,84,16.28,5,19.8,2,7,0.0,0,0,3.41,-4.81,16.8,4,1,1,Low,10357.978,0.0694444444444444,1.4,0.0,9.9,719.3040277777777,10
PRJ-00592,Commercial,West,1709696.33,2021355.04,18.23,93,112,19.99,18,10.7,6,9,3.0,3,3,7.63,7.87,33.2,5,1,1,Medium,94983.12944444444,0.1935483870967742,0.5,0.5,1.7833333333333332,18383.831505376344,108
PRJ-00382,Renovation,Central,589591.59,734475.13,24.57,75,106,41.37,13,11.9,9,12,2.0,4,6,9.07,14.31,79.6,3,7,1,High,45353.19923076923,0.1733333333333333,0.9230769230769232,0.2222222222222222,1.3222222222222222,7861.2212,117
PRJ-01115,Renovation,South,240443.31,284412.78,18.29,77,86,11.25,7,13.3,4,6,2.0,3,2,4.5,9.64,0.0,6,2,0,Medium,34349.044285714284,0.0909090909090909,0.8571428571428571,0.5,3.325,3122.64038961039,28
PRJ-00637,Industrial,Central,584153.66,723342.04,23.83,92,111,20.99,13,9.0,7,4,1.0,0,4,3.86,18.33,44.6,3,2,2,Medium,44934.89692307693,0.1413043478260869,0.3076923076923077,0.1428571428571428,1.2857142857142858,6349.4963043478265,91
PRJ-00974,Renovation,East,154407.58,173446.64,12.33,58,67,15.12,7,9.4,5,8,2.0,1,5,1.31,,37.1,4,2,0,Low,22058.225714285712,0.1206896551724138,1.1428571428571428,0.4,1.88,2662.1996551724137,35
PRJ-00772,Industrial,Central,1171876.35,1290125.49,10.09,96,108,12.87,14,21.0,6,8,1.0,1,6,1.29,5.09,12.0,2,3,1,Low,83705.45357142857,0.1458333333333333,0.5714285714285714,0.1666666666666666,3.5,12207.0453125,84
PRJ-00803,Renovation,West,1691475.71,2158132.1,27.59,90,129,43.18,20,9.0,5,6,5.0,1,5,7.62,5.35,55.4,4,3,2,Medium,84573.7855,0.2222222222222222,0.3,1.0,1.8,18794.17455555556,100
PRJ-00595,Residential,West,774088.26,945618.6,22.16,100,134,34.04,13,9.2,7,8,4.0,1,4,9.49,10.21,42.5,5,1,2,Medium,59545.25076923077,0.13,0.6153846153846154,0.5714285714285714,1.3142857142857145,7740.8826,91
PRJ-00309,Residential,West,378668.35,487141.23,28.65,58,72,24.73,9,14.6,7,10,2.0,0,2,4.86,5.04,58.5,5,1,0,Medium,42074.26111111111,0.1551724137931034,1.1111111111111112,0.2857142857142857,2.085714285714286,6528.764655172414,63
PRJ-00482,Residential,South,196367.69,229758.12,17.0,65,87,33.58,6,5.8,6,6,3.0,2,3,4.39,10.11,67.2,4,0,1,Medium,32727.948333333334,0.0923076923076923,1.0,0.5,0.9666666666666668,3021.0413846153847,36
PRJ-00610,Commercial,Central,1211606.16,1415927.24,16.86,94,109,15.53,15,13.6,6,11,2.0,2,4,7.54,7.61,18.4,2,7,0,Medium,80773.74399999999,0.1595744680851064,0.7333333333333333,0.3333333333333333,2.2666666666666666,12889.427234042552,90
PRJ-00859,Commercial,East,240125.89,328248.3,36.7,64,82,27.97,7,4.6,5,4,0.0,2,4,9.46,20.46,74.6,2,0,0,Medium,34303.69857142858,0.109375,0.5714285714285714,0.0,0.92,3751.96703125,35
PRJ-00655,Infrastructure,West,1826861.15,2167325.01,18.64,76,89,16.52,21,15.7,6,7,2.0,0,4,1.78,11.49,25.0,4,3,4,Low,86993.38809523809,0.2763157894736842,0.3333333333333333,0.3333333333333333,2.6166666666666667,24037.646710526315,126
PRJ-00862,Infrastructure,East,220994.45,252966.3,14.47,84,105,24.68,8,21.9,8,6,4.0,0,2,9.17,6.81,48.5,6,3,1,Medium,27624.30625,0.0952380952380952,0.75,0.5,2.7375,2630.88630952381,64
PRJ-00562,Residential,East,3305001.95,3920528.87,18.62,130,158,21.78,33,20.8,5,6,1.0,4,2,7.19,4.43,21.2,4,2,2,Medium,100151.57424242423,0.2538461538461538,0.1818181818181818,0.2,4.16,25423.091923076925,165
PRJ-00040,Industrial,North,329530.8,393458.75,19.4,63,77,22.91,9,9.3,3,4,2.0,1,2,4.13,7.04,25.4,6,1,0,Medium,36614.53333333333,0.1428571428571428,0.4444444444444444,0.6666666666666666,3.1,5230.647619047619,27
PRJ-00031,Infrastructure,North,105576.21,120013.3,13.67,62,71,14.22,6,10.2,1,8,3.0,0,2,2.21,-1.37,48.3,6,2,1,Low,17596.035,0.0967741935483871,1.3333333333333333,3.0,10.2,1702.8420967741936,6
PRJ-00243,Residential,South,3245361.66,3983385.01,22.74,160,225,40.42,42,9.5,4,8,1.0,2,3,10.49,11.15,57.9,5,2,1,Medium,77270.51571428572,0.2625,0.1904761904761904,0.25,2.375,20283.510375,168
PRJ-00535,Residential,Central,1235928.04,1624392.19,31.43,90,115,28.25,22,11.2,2,3,3.0,2,4,6.42,8.07,60.0,3,9,1,Medium,56178.54727272727,0.2444444444444444,0.1363636363636363,1.5,5.6,13732.53377777778,44
PRJ-00137,Renovation,South,63549.81,75738.01,19.18,79,91,15.41,6,10.3,4,3,1.0,1,1,3.89,12.25,74.0,1,2,3,Low,10591.635,0.0759493670886076,0.5,0.25,2.575,804.4279746835442,24
PRJ-01003,Residential,North,969734.84,1170899.59,20.74,91,118,29.14,11,9.7,6,7,3.0,1,3,8.97,17.45,52.4,3,3,3,Medium,88157.71272727272,0.1208791208791208,0.6363636363636364,0.5,1.6166666666666665,10656.426813186812,66
PRJ-00433,Industrial,South,725114.31,800345.5,10.38,96,112,17.09,10,11.4,2,2,3.0,2,2,5.72,5.34,43.2,0,2,2,Low,72511.43100000001,0.1041666666666666,0.2,1.5,5.7,7553.274062500001,20
PRJ-00004,Industrial,East,153494.45,163389.29,6.45,68,67,-1.96,7,25.0,4,5,3.0,0,1,0.0,2.67,8.3,2,5,0,Low,21927.77857142857,0.1029411764705882,0.7142857142857143,0.75,6.25,2257.271323529412,28
PRJ-00491,Infrastructure,North,226350.28,290250.08,28.23,75,104,38.87,7,15.8,6,6,5.0,2,7,8.87,20.32,45.4,3,0,0,High,32335.754285714287,0.0933333333333333,0.8571428571428571,0.8333333333333334,2.6333333333333333,3018.003733333333,42
PRJ-00622,Commercial,North,459717.72,533763.82,16.11,65,83,27.63,8,5.5,4,4,3.0,0,8,9.75,9.06,58.3,2,0,2,Medium,57464.715,0.123076923076923,0.5,0.75,1.375,7072.580307692308,32
PRJ-01048,Infrastructure,East,204848.55,246652.19,20.41,62,78,25.25,8,12.2,6,4,4.0,3,3,10.98,10.74,69.4,9,0,1,Medium,25606.06875,0.1290322580645161,0.5,0.6666666666666666,2.033333333333333,3304.0088709677416,48
PRJ-00414,Renovation,Central,205718.16,237820.77,15.61,46,62,33.87,7,9.4,6,3,4.0,1,6,7.4,8.14,47.9,5,1,2,Medium,29388.308571428573,0.1521739130434782,0.4285714285714285,0.6666666666666666,1.5666666666666669,4472.133913043478,42
PRJ-01177,Commercial,West,1144807.46,1390562.27,21.47,104,138,33.0,14,19.7,4,7,2.0,2,6,6.23,4.34,75.5,4,6,2,Medium,81771.96142857142,0.1346153846153846,0.5,0.5,4.925,11007.76403846154,56
PRJ-00762,Residential,Central,729209.29,849483.4,16.49,99,120,21.52,13,11.8,4,8,1.0,0,2,1.77,3.16,26.5,3,2,1,Low,56093.02230769232,0.1313131313131313,0.6153846153846154,0.25,2.95,7365.750404040405,52
PRJ-00486,Commercial,North,126209.03,152519.43,20.85,80,97,21.22,7,13.7,5,6,0.0,1,3,3.5,10.4,63.0,4,4,0,Medium,18029.86142857143,0.0875,0.8571428571428571,0.0,2.74,1577.612875,35
PRJ-00315,Commercial,East,124713.86,155993.65,25.08,64,89,39.81,6,5.2,3,6,3.0,4,3,5.52,8.68,49.9,8,5,3,Medium,20785.643333333333,0.09375,1.0,1.0,1.7333333333333334,1948.6540625,18
PRJ-00528,Renovation,South,668440.87,699086.37,4.58,69,80,15.26,11,15.1,2,3,3.0,1,1,2.9,3.62,0.0,1,2,0,Low,60767.35181818181,0.1594202898550724,0.2727272727272727,1.5,7.55,9687.54884057971,22
PRJ-00395,Residential,North,854561.0,983272.55,15.06,97,117,20.99,14,16.1,6,8,3.0,5,4,4.6,7.8,68.9,10,2,1,Medium,61040.07142857143,0.1443298969072164,0.5714285714285714,0.5,2.6833333333333336,8809.907216494845,84
PRJ-01066,Renovation,West,812914.3,968101.85,19.09,60,74,23.61,12,12.2,4,8,1.0,2,3,3.41,,28.3,5,1,1,Medium,67742.85833333334,0.2,0.6666666666666666,0.25,3.05,13548.571666666669,48
PRJ-00006,Renovation,Central,250929.11,296374.64,18.11,78,97,24.33,8,15.6,4,6,2.0,1,2,7.26,8.36,90.2,3,4,2,Medium,31366.13875,0.1025641025641025,0.75,0.5,3.9,3217.0398717948715,32
PRJ-00101,Renovation,West,1131855.7,1448601.9,27.98,71,99,39.35,17,7.9,4,4,5.0,0,4,8.65,10.52,71.0,2,1,2,Medium,66579.74705882353,0.2394366197183098,0.2352941176470588,1.25,1.975,15941.629577464788,68
PRJ-00658,Commercial,North,1201369.46,1622835.1,35.08,85,129,51.61,18,2.0,5,4,6.0,4,7,9.05,13.65,79.1,7,1,2,High,66742.74777777778,0.2117647058823529,0.2222222222222222,1.2,0.4,14133.758352941177,90
PRJ-00524,Industrial,East,1344755.34,1752495.12,30.32,71,96,35.24,22,9.7,3,4,3.0,5,5,6.87,15.24,63.8,5,5,1,High,61125.24272727273,0.3098591549295774,0.1818181818181818,1.0,3.233333333333333,18940.216056338028,66
PRJ-00498,Industrial,West,1121757.88,1542610.52,37.52,67,97,44.64,14,8.2,6,6,4.0,0,4,11.62,11.13,59.4,9,6,0,High,80125.56285714285,0.208955223880597,0.4285714285714285,0.6666666666666666,1.3666666666666665,16742.654925373132,84
PRJ-00830,Residential,Central,476606.45,546585.53,14.68,76,99,30.49,11,24.0,5,6,2.0,2,0,5.96,10.86,47.8,3,2,0,Medium,43327.85909090909,0.1447368421052631,0.5454545454545454,0.4,4.8,6271.1375,55
PRJ-00329,Industrial,East,890346.21,1093714.32,22.84,73,95,29.85,15,9.9,2,6,2.0,2,6,6.94,17.37,51.9,5,1,1,Medium,59356.414,0.2054794520547945,0.4,1.0,4.95,12196.523424657536,30
PRJ-00431,Renovation,Central,290226.48,361867.57,24.68,78,97,24.23,9,6.1,3,4,1.0,2,0,9.0,12.58,54.1,2,5,2,Medium,32247.386666666665,0.1153846153846153,0.4444444444444444,0.3333333333333333,2.033333333333333,3720.852307692308,27
PRJ-00975,Commercial,West,137071.63,171446.67,25.08,51,65,28.14,6,6.4,6,7,3.0,2,2,0.0,0.5,49.4,3,4,0,Medium,22845.271666666667,0.1176470588235294,1.1666666666666667,0.5,1.0666666666666669,2687.679019607843,36
PRJ-00228,Industrial,North,218080.83,279930.81,28.36,56,74,32.03,7,13.4,5,4,3.0,0,3,5.12,16.96,54.0,1,2,0,Medium,31154.404285714285,0.125,0.5714285714285714,0.6,2.68,3894.3005357142856,35
PRJ-00661,Residential,South,250477.1,301768.94,20.48,50,64,27.74,8,11.5,2,5,0.0,1,6,10.59,19.02,73.7,3,3,3,Medium,31309.6375,0.16,0.625,0.0,5.75,5009.542,16
PRJ-00542,Industrial,Central,280222.58,330230.29,17.85,81,102,25.42,8,15.4,5,8,0.0,0,0,1.47,11.26,32.4,8,3,0,Low,35027.8225,0.0987654320987654,1.0,0.0,3.08,3459.5380246913583,40
PRJ-00753,Residential,North,335569.93,387487.08,15.47,51,71,38.58,8,8.5,7,8,1.0,2,1,4.33,6.7,51.5,7,2,0,Medium,41946.24125,0.1568627450980392,1.0,0.1428571428571428,1.2142857142857142,6579.802549019608,56
PRJ-01004,Residential,Central,236802.39,299588.31,26.51,65,85,31.09,7,11.4,7,6,2.0,2,12,2.18,12.12,43.5,3,4,1,Medium,33828.91285714286,0.1076923076923077,0.8571428571428571,0.2857142857142857,1.6285714285714286,3643.113692307693,49
PRJ-00067,Industrial,South,790248.37,758783.48,-3.98,99,108,8.91,10,,1,4,1.0,0,1,0.16,2.61,11.5,4,3,0,Low,79024.837,0.101010101010101,0.4,1.0,,7982.306767676768,10
PRJ-00068,Commercial,West,200450.34,219490.55,9.5,78,93,19.06,6,4.4,5,6,4.0,1,6,10.35,7.29,33.7,6,4,1,Medium,33408.39,0.0769230769230769,1.0,0.8,0.8800000000000001,2569.876153846154,30
PRJ-01090,Commercial,West,265415.04,329060.05,23.98,77,97,26.04,7,12.2,5,4,4.0,2,3,0.01,14.98,58.8,2,3,0,Medium,37916.43428571429,0.0909090909090909,0.5714285714285714,0.8,2.44,3446.948571428571,35
PRJ-00212,Industrial,Central,300315.09,322074.54,7.25,86,106,23.81,9,18.1,4,6,3.0,1,1,8.07,-4.02,36.0,4,2,1,Low,33368.34333333334,0.1046511627906976,0.6666666666666666,0.75,4.525,3492.0359302325583,36
PRJ-00013,Industrial,Central,5546136.26,7126723.43,28.5,136,187,37.21,77,6.8,4,4,2.0,1,1,5.05,12.99,48.6,2,0,0,Medium,72027.74363636364,0.5661764705882353,0.0519480519480519,0.5,1.7,40780.41367647058,308
PRJ-00523,Residential,North,74181.58,82173.01,10.77,80,93,16.83,6,19.9,6,5,2.0,1,1,6.43,10.21,17.6,6,5,0,Low,12363.596666666666,0.075,0.8333333333333334,0.3333333333333333,3.3166666666666664,927.26975,36
PRJ-00667,Infrastructure,Central,298893.6,344689.59,15.32,71,87,21.83,7,8.2,5,4,3.0,1,2,5.6,15.61,15.8,7,4,1,Medium,42699.08571428571,0.0985915492957746,0.5714285714285714,0.6,1.64,4209.769014084507,35
PRJ-00300,Industrial,North,283913.87,379727.56,33.75,71,99,39.78,8,11.1,10,8,4.0,2,6,8.29,26.91,60.1,6,3,0,High,35489.23375,0.1126760563380281,1.0,0.4,1.11,3998.786901408451,80
PRJ-00443,Infrastructure,West,212766.08,278112.2,30.71,57,79,39.44,7,3.2,6,7,2.0,0,2,7.08,12.25,64.8,8,1,3,Medium,30395.154285714285,0.1228070175438596,1.0,0.3333333333333333,0.5333333333333333,3732.738245614035,42
PRJ-00778,Residential,South,377954.38,454199.78,20.17,61,72,17.37,10,19.7,6,5,2.0,4,0,5.34,11.15,49.5,5,1,1,Medium,37795.438,0.1639344262295081,0.5,0.3333333333333333,3.283333333333333,6195.973442622951,60
PRJ-01089,Commercial,East,172691.75,187176.15,8.39,64,74,15.5,7,11.9,6,6,4.0,1,1,3.98,0.83,51.9,2,4,3,Low,24670.25,0.109375,0.8571428571428571,0.6666666666666666,1.9833333333333327,2698.30859375,42
PRJ-00550,Commercial,East,2525230.91,2780531.98,10.11,108,149,38.34,20,10.9,6,9,3.0,3,3,9.47,22.14,78.8,5,3,1,Medium,126261.5455,0.1851851851851851,0.45,0.5,1.8166666666666669,23381.767685185187,120
PRJ-00987,Commercial,West,89435.16,93147.26,4.15,50,54,8.89,6,13.6,5,6,5.0,3,4,4.0,1.63,23.6,2,3,1,Low,14905.86,0.12,1.0,1.0,2.72,1788.7032000000002,30
PRJ-01152,Infrastructure,East,150361.04,188852.85,25.6,68,82,20.75,6,5.1,8,11,5.0,1,2,8.22,4.93,66.2,7,2,2,Medium,25060.173333333336,0.088235294117647,1.8333333333333333,0.625,0.6375,2211.191764705882,48
PRJ-00368,Industrial,Central,431396.97,549005.0,27.26,90,116,29.14,10,9.3,4,6,1.0,1,0,6.09,13.9,25.0,2,4,0,Medium,43139.697,0.1111111111111111,0.6,0.25,2.325,4793.299666666667,40
PRJ-00738,Commercial,East,1180671.55,1505969.91,27.55,67,75,11.54,17,,5,4,4.0,1,2,7.25,12.26,57.3,5,0,3,Medium,69451.26764705882,0.2537313432835821,0.2352941176470588,0.8,,17621.963432835822,85
PRJ-00631,Renovation,West,807501.19,1003209.89,24.24,60,84,39.29,16,15.0,6,10,4.0,0,0,6.55,14.9,74.3,7,3,0,Medium,50468.824375,0.2666666666666666,0.625,0.6666666666666666,2.5,13458.353166666666,96
PRJ-01134,Infrastructure,Central,211969.45,244730.74,15.46,63,74,17.74,7,13.4,5,6,3.0,3,1,3.87,6.3,32.6,15,5,2,Medium,30281.35,0.1111111111111111,0.8571428571428571,0.6,2.68,3364.5944444444444,35
PRJ-00586,Industrial,West,69613.57,87519.38,25.72,67,85,27.43,6,11.5,6,8,4.0,1,2,6.17,11.09,60.5,3,0,0,Medium,11602.261666666667,0.0895522388059701,1.3333333333333333,0.6666666666666666,1.9166666666666667,1039.0085074626866,36
PRJ-01094,Residential,West,384762.96,476546.06,23.85,62,89,43.05,9,2.2,8,9,5.0,2,6,7.56,8.09,69.3,4,3,5,Medium,42751.44,0.1451612903225806,1.0,0.625,0.275,6205.854193548387,72
PRJ-00274,Industrial,North,1436071.68,1967286.69,36.99,93,131,40.48,23,10.9,5,6,5.0,1,6,7.25,15.27,66.9,0,4,2,High,62437.89913043478,0.2473118279569892,0.2608695652173913,1.0,2.18,15441.630967741934,115
PRJ-00552,Residential,East,1413990.14,1746878.09,23.54,112,149,33.14,18,5.2,5,4,3.0,1,5,7.51,15.18,64.8,7,2,1,Medium,78555.00777777778,0.1607142857142857,0.2222222222222222,0.6,1.04,12624.911964285711,90
PRJ-00238,Infrastructure,West,478820.41,589645.62,23.15,53,67,25.93,9,19.5,4,10,3.0,1,9,5.22,16.99,58.3,5,1,0,Medium,53202.26777777777,0.1698113207547169,1.1111111111111112,0.75,4.875,9034.347358490566,36
PRJ-01000,Commercial,West,786134.71,1021088.37,29.89,93,123,32.22,13,6.8,5,12,2.0,1,4,6.07,14.94,61.2,5,2,1,Medium,60471.90076923077,0.1397849462365591,0.9230769230769232,0.4,1.36,8453.061397849462,65
PRJ-00003,Infrastructure,West,471359.91,588094.35,24.77,87,112,29.1,8,19.4,7,12,3.0,3,10,9.61,8.77,51.2,6,1,2,High,58919.98875,0.0919540229885057,1.5,0.4285714285714285,2.771428571428572,5417.929999999999,56
PRJ-00007,Infrastructure,South,170853.31,207693.34,21.56,47,62,31.68,6,6.1,6,7,4.0,3,3,9.03,-0.5,58.4,9,3,0,Medium,28475.551666666663,0.1276595744680851,1.1666666666666667,0.6666666666666666,1.0166666666666666,3635.1768085106382,36
PRJ-00312,Commercial,North,713276.59,851648.61,19.4,78,104,32.73,13,13.8,5,8,4.0,2,3,8.26,13.08,61.8,3,6,1,Medium,54867.43,0.1666666666666666,0.6153846153846154,0.8,2.76,9144.571666666669,65
